year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand
2019,700000,30000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2003,130000,74770,CNG,Individual,Manual,Third Owner,,,,,,Hyundai
2014,472000,90000,Diesel,Individual,Manual,First Owner,24.63855421686747,1461.0,83.8,200.0,5.0,Nissan
2011,350000,93500,Petrol,Dealer,Manual,Third Owner,22.972972972972972,1497.0,118.0,146.0,5.0,Honda
2019,675000,5000,Petrol,Individual,Manual,First Owner,28.662162162162165,1197.0,81.8,113.0,5.0,Maruti
2019,1630000,25000,Diesel,Individual,Manual,First Owner,20.481927710843376,1956.0,138.1,350.0,5.0,Tata
1997,60000,25000,Petrol,Individual,Manual,Third Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2011,500000,99500,Diesel,Individual,Manual,Third Owner,13.855421686746988,1991.0,147.9,320.0,7.0,Chevrolet
2015,480000,60000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2017,660000,60000,Diesel,Individual,Manual,Second Owner,19.87951807228916,1493.0,70.0,195.0,7.0,Mahindra
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2013,260000,120000,Petrol,Individual,Manual,Second Owner,20.405405405405403,1196.0,73.0,101.0,5.0,Maruti
2013,525000,61500,Petrol,Dealer,Manual,First Owner,25.0,1197.0,82.85,113.7,5.0,Hyundai
2015,503000,110000,Diesel,Individual,Manual,First Owner,16.987951807228917,2179.0,147.94,320.0,7.0,Tata
2018,833000,35000,Diesel,Individual,Automatic,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2018,730000,90000,Diesel,Individual,Manual,First Owner,28.42168674698795,1364.0,67.05,170.0,5.0,Toyota
2014,335000,33033,Petrol,Dealer,Manual,First Owner,26.216216216216214,1198.0,86.8,109.0,5.0,Honda
2010,260000,380000,Diesel,Individual,Manual,Second Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2018,535000,30000,Petrol,Individual,Manual,First Owner,27.432432432432435,1199.0,84.0,114.0,5.0,Tata
2008,250000,110000,Diesel,Individual,Manual,Second Owner,21.80722891566265,1493.0,110.0,235.29411764705884,5.0,Hyundai
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2018,700000,25000,Petrol,Individual,Automatic,Second Owner,23.513513513513512,1197.0,81.86,114.73,5.0,Hyundai
2008,260000,100000,Diesel,Individual,Manual,Second Owner,21.44578313253012,1248.0,75.0,190.0,5.0,Maruti
2016,450000,64000,Petrol,Individual,Manual,First Owner,27.567567567567565,1197.0,81.8,113.0,5.0,Maruti
2018,750000,40000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.76,224.0,5.0,Hyundai
2019,625000,12500,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.86,117.0,5.0,Hyundai
2013,345000,100000,Diesel,Individual,Manual,Second Owner,22.903614457831328,1461.0,108.45,248.0,5.0,Renault
2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2012,525000,135000,Diesel,Individual,Manual,First Owner,16.783132530120483,2179.0,138.03,320.0,7.0,Tata
2016,825000,35000,Diesel,Individual,Manual,Second Owner,27.433734939759038,1498.0,98.59,205.0,5.0,Ford
2013,200000,24000,Petrol,Individual,Manual,First Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2018,700000,10000,Petrol,Individual,Manual,Second Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2015,300000,15000,Petrol,Individual,Manual,First Owner,27.864864864864867,1198.0,67.0,104.0,7.0,Datsun
2012,321000,100000,Diesel,Individual,Manual,Second Owner,27.710843373493976,1396.0,90.0,219.6078431372549,5.0,Hyundai
2011,1200000,62000,Diesel,Individual,Automatic,Second Owner,14.120481927710845,2199.0,194.3,436.4,7.0,Hyundai
2011,140000,50000,Petrol,Individual,Manual,Third Owner,28.270270270270274,998.0,67.1,90.0,5.0,Maruti
2015,1250000,160000,Diesel,Individual,Manual,Second Owner,16.265060240963855,2477.0,178.0,400.0,7.0,Mitsubishi
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,19.324324324324326,1598.0,103.5,153.0,5.0,Skoda
2015,500000,18000,Petrol,Dealer,Manual,Second Owner,25.0,1194.0,94.93,119.0,5.0,Ford
2011,340000,160000,Diesel,Individual,Manual,Second Owner,,,,,,Maruti
2019,1000000,15000,Petrol,Individual,Manual,First Owner,25.689189189189193,1462.0,103.2,138.0,6.0,Maruti
2007,100000,70000,Petrol,Individual,Manual,First Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,29.445945945945944,998.0,67.05,90.0,5.0,Maruti
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2015,330000,70000,Petrol,Individual,Manual,Third Owner,31.216216216216218,998.0,67.04,90.0,5.0,Maruti
2013,2450000,60000,Diesel,Individual,Automatic,First Owner,19.710843373493976,2179.0,187.7,450.0,5.0,Jaguar
2016,550000,40000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2003,145000,70000,Petrol,Individual,Manual,Second Owner,18.10810810810811,1794.0,125.0,157.843137254902,5.0,Toyota
2013,300000,100000,Diesel,Individual,Manual,Second Owner,27.951807228915662,1248.0,73.94,190.0,5.0,Maruti
2014,550000,110000,Diesel,Individual,Manual,Second Owner,31.32530120481928,1498.0,98.6,200.0,5.0,Honda
2016,425000,13500,Petrol,Individual,Manual,First Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2013,220000,80000,Petrol,Individual,Manual,First Owner,24.216216216216218,1086.0,62.1,96.1,5.0,Hyundai
2010,350000,90000,Diesel,Individual,Manual,Second Owner,27.710843373493976,1396.0,90.0,219.6078431372549,5.0,Hyundai
2015,405000,100000,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2018,750000,50000,Diesel,Individual,Manual,First Owner,19.87951807228916,1493.0,70.0,195.0,7.0,Mahindra
2018,500000,20000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1197.0,81.86,113.75,5.0,Hyundai
2015,625000,20000,Petrol,Individual,Manual,First Owner,22.986486486486488,1591.0,121.4,154.9,5.0,Hyundai
2012,75000,12000,Petrol,Individual,Manual,First Owner,22.756756756756758,1193.0,64.4,99.8,5.0,Tata
2012,432000,77000,Diesel,Individual,Manual,First Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,25.89189189189189,2494.0,157.7,213.0,5.0,Toyota
2008,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,Maruti
2017,310000,20000,Petrol,Individual,Manual,First Owner,33.37837837837838,796.0,47.3,69.0,5.0,Maruti
2015,295000,120000,Diesel,Individual,Manual,Second Owner,23.0,1405.0,69.01,135.0,5.0,Tata
2016,500000,35000,Petrol,Individual,Manual,First Owner,22.972972972972972,1198.0,73.75,110.0,5.0,Volkswagen
2016,825000,21446,Petrol,Dealer,Manual,First Owner,22.702702702702705,1497.0,116.3,146.0,5.0,Honda
2018,750000,15000,Petrol,Individual,Automatic,First Owner,24.459459459459463,1199.0,88.7,110.0,5.0,Honda
2012,70000,50000,Petrol,Individual,Manual,Second Owner,34.32432432432432,624.0,37.48,51.0,4.0,Tata
2015,700000,50000,Diesel,Individual,Manual,First Owner,25.02409638554217,1248.0,88.76,200.0,7.0,Maruti
2018,1210000,25000,Diesel,Individual,Manual,First Owner,25.759036144578314,1396.0,88.7,219.7,5.0,Hyundai
2014,560000,132000,Diesel,Individual,Manual,Second Owner,23.759036144578314,1461.0,108.45,245.0,5.0,Renault
2013,600000,184000,Diesel,Individual,Manual,First Owner,25.02409638554217,1248.0,88.76,200.0,7.0,Maruti
2012,320000,120000,Diesel,Individual,Manual,First Owner,14.072289156626507,2498.0,112.0,260.0,7.0,Mahindra
2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,16.867469879518072,2498.0,112.0,260.0,7.0,Mahindra
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,20.21686746987952,1995.0,190.0,400.0,5.0,BMW
2011,221000,56000,Diesel,Dealer,Manual,Second Owner,30.65060240963856,936.0,57.6,150.0,5.0,Chevrolet
2011,250000,90000,Diesel,Individual,Manual,Second Owner,16.32530120481928,2179.0,118.35,250.0,7.0,Tata
2004,33351,90000,Petrol,Individual,Manual,Third Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2016,500000,50000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2013,450000,43978,Diesel,Dealer,Manual,Second Owner,34.21686746987952,1248.0,74.0,190.0,5.0,Maruti
2017,450000,56290,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2013,325000,60000,Diesel,Dealer,Manual,Second Owner,29.759036144578314,1498.0,98.63,200.0,5.0,Honda
2016,260000,35000,Petrol,Individual,Manual,First Owner,30.675675675675674,799.0,53.64,72.0,5.0,Datsun
2016,240000,50000,Petrol,Individual,Manual,First Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2014,750000,80000,Diesel,Individual,Manual,Second Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2013,260000,189000,Diesel,Individual,Manual,First Owner,25.32530120481928,1248.0,88.76,200.0,5.0,Tata
2017,670000,48000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2010,155000,70000,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,62.0,5.0,Maruti
2014,969999,110000,Diesel,Individual,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2019,675000,5000,Petrol,Individual,Manual,First Owner,27.027027027027028,999.0,72.0,96.0,7.0,Renault
2017,700000,54188,Diesel,Individual,Manual,First Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2015,630000,70000,Diesel,Individual,Manual,Second Owner,33.8433734939759,1248.0,88.5,200.0,5.0,Maruti
2013,459999,35000,Petrol,Individual,Manual,Second Owner,25.810810810810814,1197.0,85.8,114.0,5.0,Maruti
2019,400000,25000,Petrol,Individual,Manual,First Owner,24.527027027027025,1198.0,82.0,115.0,6.0,Mahindra
2018,755000,39000,Diesel,Dealer,Manual,First Owner,34.21686746987952,1248.0,74.0,190.0,5.0,Maruti
2017,620000,50000,Petrol,Individual,Manual,First Owner,24.486486486486488,1196.0,86.8,112.0,5.0,Ford
2014,700000,120000,Diesel,Individual,Manual,First Owner,14.518072289156628,2179.0,120.0,290.0,9.0,Mahindra
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,22.675675675675677,1496.0,88.73,132.0,5.0,Toyota
2013,200000,300000,Diesel,Individual,Manual,First Owner,16.867469879518072,2498.0,112.0,260.0,8.0,Mahindra
2014,570000,48000,Diesel,Individual,Manual,First Owner,26.144578313253014,1498.0,98.96,215.0,5.0,Ford
2015,390000,50000,Petrol,Individual,Manual,First Owner,24.324324324324326,1198.0,86.7,109.0,5.0,Honda
2008,110000,80000,Petrol,Individual,Manual,Third Owner,24.054054054054056,1086.0,63.0,96.07843137254903,5.0,Hyundai
2015,680000,90000,Diesel,Individual,Manual,First Owner,18.55421686746988,2523.0,75.0,200.0,7.0,Mahindra
2010,320000,70000,Diesel,Individual,Manual,Second Owner,19.518072289156628,1493.0,110.0,235.29411764705884,5.0,Hyundai
2017,350000,20000,Petrol,Individual,Manual,Second Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2017,670000,48000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2015,401000,74000,Diesel,Individual,Manual,Second Owner,29.397590361445783,1120.0,71.0,180.4,5.0,Hyundai
2013,445000,87185,Diesel,Individual,Manual,Second Owner,26.89156626506024,1582.0,126.3,259.9,5.0,Hyundai
2008,235000,152500,Diesel,Individual,Manual,First Owner,21.44578313253012,1248.0,75.0,190.0,5.0,Maruti
2008,1100000,122000,Diesel,Individual,Automatic,Second Owner,22.26506024096386,1995.0,177.0,350.00000000000006,5.0,BMW
2010,1050000,220000,Diesel,Individual,Manual,Second Owner,13.855421686746988,2982.0,171.0,343.0,7.0,Toyota
2012,150000,82300,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,62.0,5.0,Maruti
2014,391000,120000,Diesel,Individual,Manual,Second Owner,24.26506024096386,1498.0,88.8,230.0,5.0,Volkswagen
2006,280000,150000,Diesel,Individual,Manual,Third Owner,22.53012048192771,1896.0,66.0,210.0,5.0,Skoda
2014,750000,60000,Diesel,Individual,Manual,Second Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2016,950000,133000,Diesel,Individual,Manual,First Owner,25.759036144578314,1396.0,88.7,219.7,5.0,Hyundai
2012,220000,110000,Diesel,Individual,Manual,Third Owner,26.072289156626507,1461.0,84.8,200.0,5.0,Nissan
2013,300000,50000,Diesel,Individual,Manual,First Owner,30.65060240963856,936.0,57.6,150.0,5.0,Chevrolet
2017,645000,20000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2007,210000,140000,Petrol,Individual,Manual,First Owner,23.91891891891892,1497.0,78.0,124.50980392156863,5.0,Honda
2012,315000,130000,Diesel,Individual,Manual,Second Owner,24.746987951807228,1598.0,103.6,250.0,5.0,Volkswagen
2017,850000,43000,Diesel,Individual,Manual,First Owner,29.542168674698797,1248.0,88.5,200.0,7.0,Maruti
2017,700000,80000,Diesel,Individual,Automatic,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2006,250000,185000,Diesel,Individual,Manual,First Owner,15.301204819277109,2609.0,116.6,277.4509803921569,9.0,Mahindra
2014,880000,120000,Diesel,Individual,Manual,First Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2016,700000,50000,Diesel,Individual,Manual,First Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2015,600000,35000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2013,395000,35000,Petrol,Individual,Automatic,Second Owner,19.324324324324326,1598.0,103.5,153.0,5.0,Skoda
2008,129000,60000,Petrol,Individual,Manual,First Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2014,750000,90000,Diesel,Individual,Manual,First Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2013,172000,120000,Petrol,Individual,Manual,First Owner,22.10810810810811,1495.0,93.7,124.6,5.0,Hyundai
2014,500000,120000,Diesel,Individual,Manual,First Owner,22.903614457831328,1461.0,108.45,248.0,5.0,Renault
2002,45000,70000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2015,2000000,20000,Diesel,Individual,Manual,First Owner,15.120481927710845,2982.0,168.5,343.0,7.0,Toyota
2018,1300000,35000,Diesel,Individual,Manual,First Owner,21.204819277108438,2179.0,153.86,400.0,7.0,Tata
2019,390000,25000,Petrol,Individual,Manual,First Owner,31.094594594594597,999.0,67.0,91.0,5.0,Renault
2014,600000,125000,Diesel,Individual,Manual,First Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2012,395000,120000,Diesel,Individual,Manual,First Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2004,90000,110000,Petrol,Individual,Manual,Third Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2015,550000,50000,Diesel,Individual,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2007,150000,70000,Petrol,Individual,Manual,Third Owner,24.594594594594593,1061.0,64.0,84.0,5.0,Maruti
2017,425000,42000,Petrol,Individual,Manual,First Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2014,550000,80000,Diesel,Individual,Manual,Second Owner,19.93975903614458,2498.0,105.0,247.0,6.0,Mahindra
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,24.594594594594593,1199.0,88.7,110.0,5.0,Honda
2012,450000,165000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2012,119000,95000,Diesel,Individual,Manual,Second Owner,23.373493975903614,1405.0,70.0,135.4,5.0,Tata
2012,140000,75000,Diesel,Individual,Manual,First Owner,30.65060240963856,936.0,57.6,150.0,5.0,Chevrolet
2017,850000,162000,Diesel,Individual,Manual,First Owner,16.987951807228917,2179.0,147.94,320.0,7.0,Tata
2016,950000,60000,Diesel,Individual,Manual,Third Owner,18.55421686746988,1997.0,120.0,280.0,7.0,Mahindra
2006,190000,94000,Petrol,Individual,Manual,Second Owner,23.513513513513512,1599.0,104.0,148.0,5.0,Chevrolet
2010,200000,110000,Petrol,Individual,Manual,Second Owner,23.37837837837838,1061.0,64.0,84.31372549019608,5.0,Maruti
2017,300000,30000,Petrol,Individual,Manual,First Owner,31.094594594594597,999.0,67.0,91.0,5.0,Renault
2016,250000,20000,Petrol,Individual,Manual,First Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2018,760000,50000,Diesel,Individual,Manual,First Owner,33.0,1248.0,74.0,190.0,5.0,Maruti
2009,152000,48000,Diesel,Individual,Manual,Second Owner,20.481927710843376,1405.0,71.0,135.0,5.0,Tata
2007,500000,120000,Petrol,Individual,Automatic,First Owner,15.81081081081081,1796.0,178.0,240.19607843137257,5.0,Mercedes-Benz
2010,235000,50000,Diesel,Individual,Manual,First Owner,12.903614457831328,1948.0,90.0,190.0,14.0,Tata
2014,350000,60000,Diesel,Individual,Manual,Second Owner,24.26506024096386,1498.0,88.8,230.0,5.0,Volkswagen
2014,190000,139000,Diesel,Individual,Manual,Second Owner,21.927710843373493,1248.0,73.8,172.5,8.0,Chevrolet
2014,1850000,60000,Diesel,Individual,Automatic,Second Owner,15.66265060240964,2143.0,201.1,500.0,5.0,Mercedes-Benz
2019,800000,35700,Diesel,Dealer,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2009,295000,195000,Diesel,Individual,Manual,Second Owner,17.83132530120482,2499.0,80.0,186.27450980392157,10.0,Chevrolet
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,25.675675675675677,1199.0,88.76,110.0,5.0,Honda
2014,459999,40523,Petrol,Dealer,Manual,Second Owner,25.0,1197.0,82.85,113.7,5.0,Hyundai
2017,780000,40000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2014,999000,25000,Diesel,Individual,Manual,First Owner,18.55421686746988,2179.0,120.0,280.0,9.0,Mahindra
2017,880000,50000,Diesel,Individual,Manual,First Owner,23.614457831325304,1461.0,108.45,245.0,5.0,Renault
2018,830000,5000,Petrol,Individual,Automatic,First Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,23.289156626506024,1999.0,177.0,430.0,5.0,Jaguar
2017,597000,15000,Diesel,Individual,Manual,First Owner,29.759036144578314,1047.0,69.0,140.0,5.0,Tata
2017,450000,56290,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2011,300000,80000,Diesel,Individual,Manual,First Owner,16.783132530120483,2179.0,138.0,320.0,7.0,Tata
2010,160000,48000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2013,750000,440000,Diesel,Individual,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2016,329000,19000,Petrol,Individual,Manual,First Owner,27.87837837837838,1198.0,67.0,104.0,5.0,Datsun
2004,275000,100000,Petrol,Individual,Automatic,Second Owner,12.162162162162163,2997.0,218.0,196.0,5.0,Honda
2012,267000,40000,Petrol,Individual,Manual,First Owner,27.513513513513512,1197.0,78.9,111.7,5.0,Hyundai
2013,1050000,217000,Diesel,Individual,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,8.0,Toyota
2018,720000,50000,Diesel,Individual,Manual,Second Owner,25.530120481927714,1396.0,88.73,219.66,5.0,Hyundai
2018,851000,50000,Diesel,Individual,Automatic,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2008,100000,195000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2013,420000,105000,Diesel,Individual,Manual,Second Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2017,750000,20171,Diesel,Dealer,Automatic,First Owner,23.93975903614458,1461.0,108.5,245.0,5.0,Renault
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,22.675675675675677,1496.0,88.73,132.0,5.0,Toyota
2010,148000,120000,Petrol,Individual,Manual,First Owner,28.270270270270274,998.0,67.1,90.0,5.0,Maruti
2011,100000,80000,Diesel,Individual,Manual,First Owner,21.686746987951807,1248.0,75.0,190.0,5.0,Tata
2016,550000,44000,Petrol,Individual,Manual,First Owner,24.54054054054054,1196.0,86.8,112.0,5.0,Ford
2015,610000,60000,Diesel,Individual,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2013,260000,50000,Petrol,Individual,Manual,Second Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2016,1151000,69500,Diesel,Individual,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,8.0,Toyota
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,30.22972972972973,2487.0,214.56,202.0,5.0,Lexus
2011,450000,128000,Diesel,Individual,Manual,Second Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2005,110000,90000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2016,285000,70000,Diesel,Individual,Manual,First Owner,33.277108433734945,793.0,47.0,125.0,5.0,Maruti
2018,690000,25000,Petrol,Individual,Manual,First Owner,25.675675675675677,1194.0,94.68,120.0,5.0,Ford
